Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,point.x,point.y,point.z
1699458151.0544705,95,1699458109,94726200,,164.85304759254106,143.25605343723907,0.0
1699458151.1018457,96,1699458109,141832900,,164.87027777777777,143.23333333333332,0.0
1699458151.147535,97,1699458109,187633800,,164.90613718411552,143.28186614829215,0.0
1699458151.1859972,98,1699458109,224476600,,164.89688715953307,143.27904391328516,0.0
1699458151.215847,99,1699458109,254155900,,164.8958622604832,143.2832546514857,0.0
1699458151.262218,100,1699458109,301885200,,164.91803278688525,143.30063906640734,0.0
1699458151.310678,101,1699458109,349810500,,164.81267370761535,143.23707615341857,0.0
1699458151.354752,102,1699458109,394580100,,164.59429520908336,143.2542232068679,0.0
1699458151.400116,103,1699458109,440596900,,163.453922106418,143.18047174986287,0.0
1699458151.4466999,104,1699458109,487071700,,162.12960436562074,142.8256480218281,0.0
1699458151.491895,105,1699458109,531621800,,161.92855202390655,142.84786742732953,0.0
1699458151.5288239,106,1699458109,567538500,,161.82993751697907,142.86090736212986,0.0
1699458151.5731742,107,1699458109,613068500,,160.45283525933888,142.66514377855415,0.0
1699458151.6187403,108,1699458109,658968800,,158.72390841320555,142.4153354632588,0.0
1699458151.6659105,109,1699458109,706035800,,157.09696169088508,142.08269484808454,0.0
1699458151.712796,110,1699458109,752902900,,154.84894338638142,141.7983302895904,0.0
1699458151.759151,111,1699458109,799470100,,149.6143292682927,141.2560975609756,0.0
1699458151.8059702,112,1699458109,846435700,,142.05132612966602,140.549115913556,0.0
1699458151.8528335,113,1699458109,893236800,,131.94612225175163,139.53636143996135,0.0
1699458151.9000027,114,1699458109,940139800,,120.61057922450934,138.3796074676879,0.0
1699458151.946843,115,1699458109,987122600,,107.27599517490953,137.14185765983112,0.0
1699458151.9934318,116,1699458110,33928700,,93.93642483171278,135.78259785589628,0.0
1699458152.0408258,117,1699458110,80967500,,83.04482668751629,134.67735209799324,0.0
1699458152.0887117,118,1699458110,128791800,,72.06515659955257,133.50139821029083,0.0
1699458152.1356595,119,1699458110,176181400,,64.56072578285045,132.8200175592625,0.0
1699458152.1805196,120,1699458110,220125300,,57.268578476719085,132.0191181005242,0.0
1699458152.2189176,121,1699458110,257046600,,54.33270202020202,131.71527777777777,0.0
1699458152.2474241,122,1699458110,286013400,,47.92484203525108,131.14233455271034,0.0
1699458152.295874,123,1699458110,335163200,,42.3626450932114,130.68765388673935,0.0
1699458152.3403156,124,1699458110,380423400,,38.05908419497784,130.28471196454947,0.0
1699458152.385862,125,1699458110,426274500,,34.40145705521472,129.93634969325154,0.0
1699458152.4325926,126,1699458110,472806900,,31.7988893296311,129.67711225704085,0.0
1699458152.479595,127,1699458110,519983100,,30.1307003257329,129.63680781758958,0.0
1699458152.5262725,128,1699458110,566654800,,29.441697569015247,129.59950556242273,0.0
1699458152.5734985,129,1699458110,613782000,,29.28223140495868,129.59586776859504,0.0
1699458152.6205907,130,1699458110,660682800,,29.2702479338843,129.5694214876033,0.0
1699458152.6687942,131,1699458110,708591200,,29.227910817506192,129.61147811725846,0.0
1699458152.715366,132,1699458110,755264500,,29.27265204799338,129.61936284650392,0.0
1699458152.764512,133,1699458110,804035900,,29.2198347107438,129.61528925619834,0.0
1699458152.8086944,134,1699458110,848808300,,29.211657709797436,129.62422488631665,0.0
1699458152.8548238,135,1699458110,895105000,,29.217391304347824,129.59171842650105,0.0
1699458152.9011402,136,1699458110,941438200,,29.232135481206114,129.6629491945477,0.0
1699458152.9482958,137,1699458110,988214200,,29.23315419594874,129.61719718892104,0.0
1699458152.9955187,138,1699458111,35796700,,29.246179264766624,129.6303180503924,0.0
1699458153.0418286,139,1699458111,82223600,,29.54358552631579,129.68708881578948,0.0
1699458153.0885906,140,1699458111,129083900,,30.51150585385547,129.65038352846184,0.0
1699458153.135504,141,1699458111,175920200,,32.473270440251575,129.8887578616352,0.0
1699458153.1822217,142,1699458111,222653400,,33.43830284157259,130.08680420397042,0.0
1699458153.2293715,143,1699458111,269760900,,35.503021148036254,130.29833836858006,0.0
1699458153.2824025,144,1699458111,322218400,,42.45174825174825,131.120979020979,0.0
1699458153.3295565,145,1699458111,369730600,,50.81464824927723,132.1288146482493,0.0
1699458153.380588,146,1699458111,420319800,,61.92423349056604,133.30483490566039,0.0
1699458153.4205015,147,1699458111,459549200,,67.25769669327252,133.85262257696692,0.0
1699458153.4472387,148,1699458111,486684500,,78.94466613461027,135.03697791965948,0.0
1699458153.4956737,149,1699458111,535494500,,91.53165195460278,136.33013871374527,0.0
1699458153.5407963,150,1699458111,581021300,,103.68441814595661,137.5310650887574,0.0
1699458153.5877664,151,1699458111,628045200,,113.46442495126706,138.56457115009746,0.0
